pid,unique_id,rating,album_name,track_name,artist_name
114,5759,1,Unleashed,Beer For My Horses,Toby Keith
114,5760,4,God's Problem Child,Little House on the Hill,Willie Nelson
114,5761,5,God's Problem Child,Old Timer,Willie Nelson
114,5762,4,A Horse Called Music,Nothing I Can Do About It Now,Willie Nelson
114,5763,5,And Then I Wrote,Hello Walls,Willie Nelson
114,5764,4,Yesterday's Wine,Me and Paul,Willie Nelson
114,4338,5,Willie Nelson Sings Kristofferson,Loving Her Was Easier (Than Anything I'll Ever Do Again),Willie Nelson
114,5765,5,Django and Jimmie,Unfair Weather Friend,Willie Nelson
114,5766,4,For the Good Times: A Tribute to Ray Price,Night Life,Willie Nelson
114,5767,5,For the Good Times: A Tribute to Ray Price,For the Good Times,Willie Nelson
114,5768,4,Funny How Time Slips Away - The Best Of,If You Can Touch Her At All,Willie Nelson
114,4394,4,Shotgun Willie,Stay All Night (Stay A Little Longer),Willie Nelson
114,5769,5,Shotgun Willie,Sad Songs And Waltzes,Willie Nelson
114,5770,4,Willie Nelson Sings Kristofferson,Sunday Mornin' Comin' Down,Willie Nelson
114,5763,5,And Then I Wrote,Hello Walls,Willie Nelson
114,5771,4,A Horse Called Music,The Highway,Willie Nelson
114,5772,2,Are You Ready For The Country,A Couple More Years,Waylon Jennings
114,5773,4,His Epic Hits,Reasons to Quit,Merle Haggard
114,5774,5,American Classic,Baby It's Cold Outside - feat. Norah Jones,Willie Nelson
114,3194,4,American Classic,Fly Me To The Moon,Willie Nelson
114,5775,4,The Sound In Your Mind,That Lucky Old Sun (Just Rolls Around Heaven All Day),Willie Nelson
114,5776,5,Somewhere over the Rainbow,Mona Lisa,Willie Nelson
114,5777,4,Half Nelson,Texas On A Saturday Night (With Mel Tillis),Willie Nelson
115,4291,3,Upside Down,Upside Down,Jack Johnson
115,2290,1,The Sound Of Sunshine,The Sound Of Sunshine,Michael Franti & Spearhead
115,803,4,Sublime,What I Got,Sublime
115,4022,1,Exodus,One Love / People Get Ready,Bob Marley & The Wailers
115,802,4,Sublime,Santeria,Sublime
115,4024,3,Exodus,Three Little Birds,Bob Marley & The Wailers
115,2380,4,The Foundation,Chicken Fried,Zac Brown Band
115,2560,5,You Get What You Give,Knee Deep (feat. Jimmy Buffett),Zac Brown Band
115,2293,4,The Foundation,Toes,Zac Brown Band
115,343,2,Me And My Gang,Life Is A Highway,Rascal Flatts
115,2011,1,Anything Goes,Sun Daze,Florida Georgia Line
115,4023,4,Uprising,Could You Be Loved,Bob Marley & The Wailers
115,4026,1,Confrontation,Buffalo Soldier,Bob Marley & The Wailers
115,5778,1,All Rebel Rockers,Say Hey (I Love You),Michael Franti & Spearhead
115,5779,3,Buy Me A Boat,Buy Me A Boat,Chris Janson
115,2014,1,Montevallo,House Party,Sam Hunt
115,2028,1,Current Mood,Seein' Red,Dustin Lynch
115,5780,2,Unleashed,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith
115,5759,4,Unleashed,Beer For My Horses,Toby Keith
115,5781,3,Clancy's Tavern,Red Solo Cup,Toby Keith
115,4006,1,Son Of A Son Of A Sailor,Cheeseburger In Paradise,Jimmy Buffett
115,4007,1,Volcano,Fins,Jimmy Buffett
115,4008,2,Son Of A Son Of A Sailor,Son Of A Son Of A Sailor,Jimmy Buffett
115,4005,3,"Changes In Latitudes, Changes In Attitudes",Margaritaville,Jimmy Buffett
115,4370,1,Living And Dying In 3 / 4 Time,Come Monday,Jimmy Buffett
115,4371,2,"Changes In Latitudes, Changes In Attitudes","Changes In Latitudes, Changes In Attitudes",Jimmy Buffett
115,5782,4,Living And Dying In 3 / 4 Time,Pencil Thin Mustache,Jimmy Buffett
115,5783,4,Volcano,Boat Drinks,Jimmy Buffett
115,4372,3,Volcano,Volcano,Jimmy Buffett
115,5784,3,Take the Weather with You,Bama Breeze,Jimmy Buffett
115,5785,4,Bang 3,Ain't Missing You (feat. Jenn Em),Chief Keef
115,5786,2,Rock N Roll Jesus,All Summer Long,Kid Rock
115,77,2,Second Helping,Sweet Home Alabama,Lynyrd Skynyrd
115,4047,1,Love Is My Religion,Beach in Hawaii,Ziggy Marley
115,5787,2,Sublime,Doin' Time,Sublime
115,5788,1,Some Girls,Beast Of Burden - Remastered,The Rolling Stones
115,1981,4,Tailgates & Tanlines,Country Girl (Shake It For Me),Luke Bryan
115,5789,2,Rebel Child,The Booze Cruise,Blackjack Billy
115,5790,3,Burnin',"Get Up, Stand Up",The Wailers
115,5791,4,Sound of Change,My Sweet Summer,Dirty Heads
115,5,4,Hot Shot,It Wasn't Me,Shaggy
115,821,2,Night Visions,Amsterdam,Imagine Dragons
115,5792,1,The Trinity,Break It Off (feat. Rihanna),Sean Paul
115,5793,1,Lunatic,Come with Me Now,KONGOS
115,2446,1,Aerosmith,Dream On,Aerosmith
115,5794,4,Permanent Vacation,Dude (Looks Like A Lady),Aerosmith
115,5795,3,El Camino,Gold On The Ceiling,The Black Keys
115,5796,4,The Humdinger,Good Day,Nappy Roots
115,5797,2,Graduation,Good Life,Kanye West
115,5355,1,Oral Fixation Vol. 2,Hips Don't Lie,Shakira
115,5798,4,i,i,Kendrick Lamar
115,946,2,Smoke + Mirrors,I Bet My Life,Imagine Dragons
115,5799,1,All People,I’m Alive (Life Sounds Like),Michael Franti & Spearhead
115,5800,1,Smoke + Mirrors,I’m So Sorry,Imagine Dragons
115,4727,4,El Camino,Lonely Boy,The Black Keys
115,5801,1,My Own Lane,Money and the Power,Kid Ink
115,4475,4,MY HOUSE,My House,Flo Rida
115,947,4,Night Visions,On Top Of The World,Imagine Dragons
115,5802,2,The Preview,Opposite Of Adults,Chiddy Bang
115,1666,2,Night Visions,Radioactive,Imagine Dragons
115,5803,1,Permanent Vacation,Rag Doll,Aerosmith
115,5804,1,Get Your Wings,Same Old Song and Dance,Aerosmith
115,5805,3,Schemin Up (feat. Drake and P. Reign),Schemin Up (feat. Drake and P. Reign),OB OBrien
115,3348,1,Strange Clouds,So Good,B.o.B
115,205,4,Toys In The Attic,Sweet Emotion,Aerosmith
115,5806,2,Franz Ferdinand,Take Me Out,Franz Ferdinand
115,5807,4,Night Visions,Underdog,Imagine Dragons
115,933,1,Uptown Special,Uptown Funk,Mark Ronson
115,1760,2,Toys In The Attic,Walk This Way,Aerosmith
115,5808,4,Under Pressure,Metropolis,Logic
115,1350,2,The Life Of Pablo,Father Stretch My Hands Pt. 1,Kanye West
115,2355,1,The Life Of Pablo,Waves,Kanye West
115,5809,2,DUELE EL CORAZON,DUELE EL CORAZON,Enrique Iglesias
115,5810,2,SEX AND LOVE,Bailando - English Version,Enrique Iglesias
115,3955,2,Faded,Faded,Alan Walker
115,1236,2,Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne
115,5811,4,Costello Music,Chelsea Dagger,The Fratellis
115,5812,2,A Bad Girl In Harlem,Harlem,New Politics
115,2354,4,Mac and Devin Go To High School (Music From and Inspired By The Movie),"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",Snoop Dogg
115,5482,3,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma
115,5813,3,Asleep In The Bread Aisle,I Love College,Asher Roth
115,69,1,Beggars Banquet,Sympathy For The Devil,The Rolling Stones
115,3333,2,Mylo Xyloto,Paradise,Coldplay
115,341,3,A Town Called Paradise,Summer Nights,Tiësto
115,5814,3,Living,Living,Bakermat
115,5815,1,Graduation,Homecoming,Kanye West
115,5816,2,Graduation,Champion,Kanye West
115,1312,4,Late Registration,Touch The Sky,Kanye West
115,5817,1,Man On The Moon II: The Legend Of Mr. Rager,Erase Me - Main,Kid Cudi
115,4108,2,The Days / Nights,The Nights,Avicii
115,5818,4,Mura Masa,Love$ick (feat. A$AP Rocky),Mura Masa
115,5819,3,Malibu,Come Down,Anderson .Paak
115,5820,4,Starboy,Sidewalks,The Weeknd
115,299,3,Smoke + Mirrors,Shots,Imagine Dragons
115,3433,4,2014 Forest Hills Drive,Wet Dreamz,J. Cole
115,5821,1,Jamo Neat,Jekyll and Hyde (feat. Stacey Michelle),Chris Webby
115,3009,1,Lupe Fiasco's Food & Liquor,Daydreamin' (feat. Jill Scott),Lupe Fiasco
115,3002,1,Who's Next,Baba O'Riley,The Who
115,5822,1,Country Grammar,Ride Wit Me,Nelly
115,5823,1,DROGAS Light,Wild Child,Lupe Fiasco
115,760,3,Funk Wav Bounces Vol.1,Slide,Calvin Harris
115,1057,2,÷,Shape of You,Ed Sheeran
115,5824,3,Shine,American Boy (feat. Kanye West),Estelle
115,5825,3,ALL-AMERIKKKAN BADA$$,LAND OF THE FREE,Joey Bada$$
115,5826,4,The Second,Magic Carpet Ride,Steppenwolf
115,4528,3,Doo-Wops & Hooligans,The Lazy Song,Bruno Mars
115,5827,2,35 mph Town,Rum Is The Reason,Toby Keith
115,5828,2,Man On The Moon: The End Of Day,Soundtrack 2 My Life,Kid Cudi
115,3178,4,JEKYLL + HYDE,Castaway,Zac Brown Band
115,2294,5,Uncaged,Island Song,Zac Brown Band
115,2727,5,Uncaged,Jump Right In,Zac Brown Band
115,5829,3,Cage The Elephant,Ain't No Rest for the Wicked - Original Version,Cage The Elephant
115,5830,1,Dirty Heads,That's All I Need,Dirty Heads
115,2690,4,Get Rich Or Die Tryin',P.I.M.P.,50 Cent
115,5831,3,Love Is My Religion,Love Is My Religion,Ziggy Marley
115,4691,4,Funk Wav Bounces Vol.1,Heatstroke,Calvin Harris
115,5832,2,The Incredible True Story,Lord Willin',Logic
115,1149,2,Bobby Tarantino,44 Bars,Logic
115,1555,3,Under Pressure,Buried Alive,Logic
115,807,2,Third Eye Blind,Semi-Charmed Life,Third Eye Blind
115,5833,1,Jordan Belfort,Jordan Belfort,Wes Walker
115,2304,5,JEKYLL + HYDE,Homegrown,Zac Brown Band
115,5834,5,"The Grohl Sessions, Vol. 1",Day for the Dead,Zac Brown Band
115,466,4,Any Port In A Storm,Lay Me Down,Dirty Heads
115,3037,2,Blurred Lines,Blurred Lines,Robin Thicke
115,1394,2,Grateful,I'm the One,DJ Khaled
115,471,4,Alle 40 Goed,Red Red Wine - Edit,UB40
115,735,1,Four,Run-Around,Blues Traveler
115,5835,4,Labour Of Love II,The Way You Do The Things You Do,UB40
115,5836,4,Cabin By The Sea,Cabin By the Sea,Dirty Heads
115,290,3,Hot Shot,Angel,Shaggy
115,5837,4,Pronounced' Leh-'Nerd 'Skin-'Nerd,Gimme Three Steps,Lynyrd Skynyrd
115,4021,3,Kaya,Is This Love,Bob Marley & The Wailers
115,5838,4,Any Port In A Storm,Stand Tall,Dirty Heads
115,5839,4,Tuskegee,All Night Long,Lionel Richie
115,5840,2,Daydreams,Say I'm Wrong,Ballyhoo!
115,4020,4,Live!,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers
115,5841,3,Cabin By The Sea,Spread Too Thin,Dirty Heads
115,4495,5,You Get What You Give,Let It Go,Zac Brown Band
115,5842,5,Welcome Home,Roots,Zac Brown Band
115,2258,4,JEKYLL + HYDE,Loving You Easy,Zac Brown Band
115,5843,4,JEKYLL + HYDE,Mango Tree,Zac Brown Band
115,5844,3,Evolve,Whatever It Takes,Imagine Dragons
115,2123,2,Blowin' Your Mind!,Brown Eyed Girl,Van Morrison
115,5845,1,Voices,You Make My Dreams - Remastered,Daryl Hall & John Oates
115,5846,3,Lazy Fair,Take Me Home,Bryce Vine
115,5847,4,Sam's Town,When You Were Young,The Killers
115,5848,2,Hot Fuss,All These Things That I've Done,The Killers
115,1363,1,Know No Better (feat. Quavo),"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer
115,5849,3,Thot Breaker,Can You Be My Friend,Chief Keef
115,404,3,"""Awaken, My Love!""",Redbone,Childish Gambino
115,4052,1,Welcome to Jamrock,Welcome To Jamrock,Damian Marley
115,5850,4,Falling into Place,Upper Hand,Rebelution
115,5851,2,Rogue One - Out Of This World Movie Themes,"Hooked on a Feeling (From ""Guardians Of The Galaxy"")",Voidoid
115,3085,1,Southern Nights,Southern Nights,Glen Campbell
115,5852,2,Taking Care of Business,Taking Care of Business,Taking Care of Business Band
115,5853,1,Cabin By The Sea,Day By Day,Dirty Heads
115,4803,2,From Chaos,Amber,311
115,5854,1,Turn Blue,Fever,The Black Keys
115,806,3,Floored,Fly,Sugar Ray
115,1321,4,Despacito Feat. Justin Bieber,Despacito - Remix,Luis Fonsi
115,391,3,Funk Wav Bounces Vol.1,Feels,Calvin Harris
115,2362,1,Body Like A Back Road,Body Like A Back Road,Sam Hunt
115,5855,4,Here's To The Good Times...This Is How We Roll,People Back Home,Florida Georgia Line
115,5856,1,When The Sun Goes Down,When the Sun Goes Down,Kenny Chesney
115,5857,4,Just Who I Am: Poets & Pirates,Shiftwork - Duet With George Strait,Kenny Chesney
115,5858,1,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems - Re-Tracked / Master Version",Kenny Chesney
115,5859,2,Funk Wav Bounces Vol.1,Holiday,Calvin Harris
115,502,1,On The Rocks,Drinkin' Problem,Midland
115,5860,4,Lupe Fiasco's Food & Liquor,"Kick, Push",Lupe Fiasco
115,399,2,Did It For The Party,California,Big & Rich
115,5861,3,We're All Somebody From Somewhere,"RED, WHITE & YOU",Steven Tyler
115,4551,4,Dig Your Roots,May We All,Florida Georgia Line
115,1033,1,Dylan Scott,My Girl,Dylan Scott
115,5862,2,Dig Your Roots,Smooth,Florida Georgia Line
115,5863,1,Brett Eldredge,Somethin' I'm Good At,Brett Eldredge
115,2821,3,California Sunrise,Dirt On My Boots,Jon Pardi
115,510,2,Tangled Up,T-Shirt,Thomas Rhett
115,358,4,Here's To The Good Times...This Is How We Roll,This Is How We Roll,Florida Georgia Line
115,5864,2,The Devil Don't Sleep,The Weekend,Brantley Gilbert
115,5865,2,Heart Break,You Look Good,Lady Antebellum
115,5866,5,JEKYLL + HYDE,Tomorrow Never Comes,Zac Brown Band
115,5867,5,JEKYLL + HYDE,Beautiful Drug,Zac Brown Band
115,5868,3,Back to Basics,Dude - Feat. Ms. Thing,Beenie Man
115,5869,3,The Incredible True Story,Innermission,Logic
115,5870,1,Life Changes,Craving You,Thomas Rhett
115,5871,4,Life Changes,Drink A Little Beer,Thomas Rhett
115,5872,1,Life Changes,Smooth Like The Summer,Thomas Rhett
115,5873,1,Life Changes,Life Changes,Thomas Rhett
115,4772,1,Life Changes,Sweetheart,Thomas Rhett
115,4465,1,Life Changes,Renegades,Thomas Rhett
115,2714,3,Life Changes,Unforgettable,Thomas Rhett
115,5874,4,Cosmic Hallelujah,All the Pretty Girls,Kenny Chesney
115,5875,2,E & Phay,Peace,Phay
116,3970,5,Late Registration,Gold Digger,Kanye West
116,5876,4,Late Registration,Diamonds From Sierra Leone - Remix - Album Version (Explicit),Kanye West
116,5877,1,The Black Album,Lucifer,JAY Z
116,5878,2,Old,Dip,Danny Brown
116,5879,2,The Art of War: World War 2,Thug Luv (feat. 2pac),Bone Thugs-N-Harmony
116,4447,2,Living Room,I'm Ready,AJR
116,5375,3,The College Dropout,Slow Jamz,Twista
116,1357,5,My Beautiful Dark Twisted Fantasy,Dark Fantasy,Kanye West
116,5880,1,Bahebak Enta,Bahebak Enta,Tamer Hosny
116,2986,3,PRISM,Dark Horse,Katy Perry
116,954,4,Bad Blood,Pompeii,Bastille
116,5881,2,Underground Luxury,Throwback (feat. Chris Brown),B.o.B
117,5882,5,Back To Me,Back To Me,Kathleen Edwards
117,5883,5,Old Yellow Moon,Invitation to the Blues,Emmylou Harris
117,5884,5,The Turnpike Troubadours,The Mercury,Turnpike Troubadours
117,5885,5,Angeleno,Ghost Town,Sam Outlaw
117,5886,4,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),Lead Me Home - The Walking Dead Soundtrack,Jamie N Commons
117,5887,5,Ashes & Dust,Company Man,Warren Haynes
117,5888,4,Infamous Angel,Let the Mystery Be,Iris DeMent
117,5889,4,Songbook,Soul Sister,Allen Toussaint
117,5890,5,Sirens,This Losing Fight,Sons Of Bill
117,5891,4,Furnace Room Lullaby,Guided By Wire,Neko Case
117,5892,4,Roadhouse Sun,Dylan's Hard Rain,Ryan Bingham
117,5893,4,Mono,(Waiting For) The World To End,The Mavericks
117,5894,5,Something More Than Free,Children Of Children,Jason Isbell
118,5895,2,I Wanna Know,I Wanna Know - Alesso & Deniz Koyu Remix,Alesso
118,341,1,A Town Called Paradise,Summer Nights,Tiësto
118,3168,3,Long Way Home,Long Way Home,Paris & Simo
118,1244,4,The Aviary,No Money,Galantis
118,5896,2,Heading Home,Heading Home - Nick Talos Remix,Gryffin
118,1609,3,Golden Light,Golden Light (feat. 6AM),Madden
118,1943,4,Pharmacy,In My Head,Galantis
118,5484,5,Pharmacy,Runaway (U & I),Galantis
118,5897,1,Our Own House,Our Own House,MisterWives
118,2046,4,Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),Dante Klein
118,5898,2,Motion,Under Control,Calvin Harris
118,5899,2,Forever,In My Blood,Alesso
118,1572,5,Pharmacy,Peanut Butter Jelly,Galantis
118,5900,1,Leaving You (Remixes),Leaving You - Radio Edit,Audien
118,5901,4,Shots & Squats,Shots & Squats,Vigiland
118,702,3,Sadnecessary,Stolen Dance,Milky Chance
118,36,4,Closer,Closer,The Chainsmokers
118,5902,2,Neon Future II,I Love It When You Cry (Moxoki) - Radio Edit,Steve Aoki
118,5903,1,Bangerz (Deluxe Version),Love Money Party,Miley Cyrus
118,5904,1,THIS IS... ICONA POP,All Night - Cash Cash Radio Edit,Icona Pop
118,2029,1,The Generous Mr. Lovewell,Move,MercyMe
118,983,3,Caracal,Molecules,Disclosure
118,1606,3,Kill The Lights (with Nile Rodgers),Kill The Lights (with Nile Rodgers) - Audien Remix,Alex Newell
118,5905,3,Movements - Single,Movements,Pham
118,5906,2,The Good EP,Something Good,Lost Kings
118,5907,3,The Good EP,Marathon,Lost Kings
118,5908,1,Bad,Bad - Radio Edit,Lost Kings
118,1246,1,Afterhours feat. Diplo & Nina Sky,Afterhours feat. Diplo & Nina Sky,TroyBoi
118,5909,2,Red Lips (feat. Sam Bruno),Red Lips (feat. Sam Bruno) - Skrillex Remix,GTA
118,5910,3,Worlds,Divinity,Porter Robinson
118,5911,2,Shvke,Shvke,Luca Lush
118,1269,4,Bugatti (Remixes),Bugatti (feat. Pusha T) - Jauz Remix,Tiga
118,5912,4,Skin: The Remixes,Say It - Illenium Remix,Flume
118,5913,4,Meet The Orphans,Danza Kuduro,Don Omar
118,3602,1,Desire,Desire - Gryffin Remix,Years & Years
118,5914,2,Listen,Bad (feat. Vassy) - Radio Edit,David Guetta
118,663,4,Galantis EP,Smile,Galantis
118,1571,2,Intoxicated,Intoxicated - New Radio Mix,Martin Solveig
119,81,1,Appetite For Destruction,Sweet Child O' Mine,Guns N' Roses
119,765,3,Use Your Illusion II,Knockin' On Heaven's Door,Guns N' Roses
119,2123,1,Blowin' Your Mind!,Brown Eyed Girl,Van Morrison
119,77,4,Second Helping,Sweet Home Alabama,Lynyrd Skynyrd
119,5915,1,Back In Black,You Shook Me All Night Long,AC/DC
119,4270,1,Open Up And Say...Ahh! - 20th Anniversary Edition,Every Rose Has Its Thorn - 2003 - Remaster,Poison
119,5916,2,Spotify Sessions,Sweet Child O' Mine - Acoustic,Slash
119,980,1,Permission To Land,I Believe In A Thing Called Love,The Darkness
119,807,1,Third Eye Blind,Semi-Charmed Life,Third Eye Blind
119,808,1,Third Eye Blind,Jumper - 1998 Edit,Third Eye Blind
119,809,3,Third Eye Blind,How's It Going To Be,Third Eye Blind
119,805,4,14:59,Every Morning,Sugar Ray
119,759,4,New Miserable Experience,Hey Jealousy,Gin Blossoms
119,758,4,Follow You Down,Follow You Down,Gin Blossoms
119,5917,5,Outside Looking In: The Best Of The Gin Blossoms,Til I Hear It From You,Gin Blossoms
119,5918,4,New Miserable Experience,Found Out About You,Gin Blossoms
119,2088,3,V,Sugar,Maroon 5
119,5919,1,Hands All Over,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5
119,5920,3,Over My Head (Cable Car),Over My Head (Cable Car) [Acoustic] - Live,The Fray
119,2434,2,Lifehouse,You And Me,Lifehouse
119,2430,4,No Name Face,Hanging By A Moment,Lifehouse
119,5921,1,Metal Health,Cum on Feel the Noize,Quiet Riot
119,5922,2,Combat Rock,Should I Stay or Should I Go - Remastered,The Clash
120,5923,4,The Key of Awesome,Reggae Shark,The Key of Awesome
120,5924,3,Ocean Eyes,Fireflies,Owl City
120,5925,1,There's A Riot Goin' On: The Coasters On Atco,Yakety Yak - Remastered,The Coasters
120,5926,2,Ritchie Valens,La Bamba,Ritchie Valens
120,5927,4,Bad Hair Day,Everything You Know Is Wrong,"""Weird Al"" Yankovic"
120,5928,3,Running With Scissors,Albuquerque,"""Weird Al"" Yankovic"
120,5929,4,Bad Hair Day,The Night Santa Went Crazy,"""Weird Al"" Yankovic"
120,2445,4,Appetite For Destruction,Paradise City,Guns N' Roses
120,5930,4,Primitive Love,Conga,Miami Sound Machine
120,5931,3,Elvis' Golden Records,Jailhouse Rock,Elvis Presley
120,5932,2,Sh-Boom (Life Could Be a Dream),Sh-Boom,The Chords
120,2718,3,Song Review: A Greatest Hits Collection,Superstition - Single Version,Stevie Wonder
120,76,3,A Night At The Opera,Bohemian Rhapsody - Remastered 2011,Queen
120,5933,2,Not Fragile,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive
120,3077,2,Hooked On A Feeling - 40th Anniversary Collection,Hooked on a Feeling,Blue Swede
120,3209,3,Greatest,Stayin' Alive,Bee Gees
120,5934,3,Green River,Bad Moon Rising,Creedence Clearwater Revival
120,4275,4,Escape,Don't Stop Believin',Journey
120,4285,3,Different Light,Walk Like an Egyptian,The Bangles
120,5341,1,Slippery When Wet,Livin' On A Prayer,Bon Jovi
120,52,3,Eye Of The Tiger,Eye of the Tiger,Survivor
120,1949,1,FutureSex/LoveSounds,SexyBack,Justin Timberlake
120,5935,1,Big Willie Style,Men In Black,Will Smith
120,5936,2,Rockin' Robin,Rockin' Robin,Bobby Day
120,3272,1,Electric Slide: with friends...,The Hampster Dance Song,Electric Slide Music Makers
120,3081,2,Partners In Crime,Escape (The Pina Colada Song),Rupert Holmes
120,954,3,Bad Blood,Pompeii,Bastille
120,5416,2,Push It!,Whoomp! There It Is,Tag Team
120,2993,3,Monkey Business,Pump It,The Black Eyed Peas
120,5937,3,You Don't Mess Around With Jim,You Don't Mess Around With Jim,Jim Croce
120,5938,2,VeggieTunes,The Water Buffalo Song,VeggieTales
120,5939,3,The Monkees,Gonna Buy Me A Dog - 2006 Remastered Original Stereo Version,The Monkees
120,5940,4,Grandes Éxitos Musicales del Cine: Las Mejores Canciones de Películas Famosas,"Sweet Home Alabama (From ""Forrest Gump"")",O.S. Collective
120,4297,1,The Game,Another One Bites The Dust - Remastered 2011,Queen
120,5941,1,Swass,Buttermilk Biscuits (Keep On Square Dancin'),Sir Mix-A-Lot
120,4091,3,Globalization,Fireball,Pitbull
120,5942,3,Thunderstruck,Back in Black,Thunderstruck
120,2442,2,4 [Expanded],Juke Box Hero,Foreigner
120,5943,3,Thunderstruck,TNT,Thunderstruck
120,3263,2,SpongeBob's Greatest Hits,Campfire Song Song,Spongebob Squarepants
120,3261,2,SpongeBob's Greatest Hits,Goofy Goober Rock,Spongebob Squarepants
120,5944,1,Ma Ya Hi (Dragostea Din Tei) [English Mixes],Dragostea Din Tei - Original Italian Version,O-Zone
120,5340,4,Blue [da ba dee] [2009 Remixes],Blue [Da Ba Dee],Eiffel 65
120,5945,1,Halo Theme Song,Halo Theme Song,William Joseph & Lindsey Stirling
120,5946,3,"What Up, Dog?",Walk The Dinosaur,Was (Not Was)
120,5947,4,Pieces Of Eight,Renegade,Styx
120,4274,1,Slippery When Wet,Wanted Dead Or Alive,Bon Jovi
120,5948,4,The Better Life,Kryptonite,3 Doors Down
120,5949,3,Mickey: The Very Best Of Toni Basil,Mickey,Toni Basil
120,2644,2,Kings Of Crunk,Get Low - Street,Lil Jon & The East Side Boyz
120,5950,2,Dare To Be Stupid,Yoda,"""Weird Al"" Yankovic"
120,5951,4,Great White Skies,(The Ballad Of) Sharknado [Original Version] (Bonus Track),Quint
120,5952,2,Poodle Hat,Hardware Store,"""Weird Al"" Yankovic"
120,5953,4,The Lost Christmas Eve,Christmas Canon Rock,Trans-Siberian Orchestra
120,1666,1,Night Visions,Radioactive,Imagine Dragons
120,5954,2,Christmas Eve And Other Stories,A Mad Russian's Christmas - Instrumental,Trans-Siberian Orchestra
120,5955,1,The Christmas Attic,Christmas Canon,Trans-Siberian Orchestra
120,5956,2,The Lost Christmas Eve,Wizards In Winter - Instrumental,Trans-Siberian Orchestra
120,5794,1,Permanent Vacation,Dude (Looks Like A Lady),Aerosmith
120,5957,4,Back in Black,Dirty Deeds,Back In Black
120,5958,3,Greatest Hits,Carry On My Wayward Son,Starship
120,5959,1,Ride The Lightning,Ride The Lightning - Remastered,Metallica
120,5960,2,Metallica,Enter Sandman,Metallica
120,5961,3,More Of The Monkees (Deluxe Edition),I'm a Believer,The Monkees
120,5962,4,Back in Black,Long Way to the Top,Back In Black
120,5963,4,Thunderstruck,Thunderstruck,Thunderstruck
120,3224,2,Back in Black,Highway to Hell,Back In Black
120,5964,1,Straight Outta Lynwood,"White & Nerdy (Parody of ""Ridin'"" by Chamillionaire feat. Krayzie Bone)","""Weird Al"" Yankovic"
120,5965,1,Straight Outta Lynwood,"Canadian Idiot (Parody of ""American Idiot"" by Green Day)","""Weird Al"" Yankovic"
120,5966,1,Straight Outta Lynwood,Weasel Stomping Day,"""Weird Al"" Yankovic"
120,5967,4,The Life and Times of Mike Fanning,Secret Asian Man,Da Vinci's Notebook
120,5968,5,Brontosaurus,The Gates,Da Vinci's Notebook
120,5969,4,The Life and Times of Mike Fanning,Jump In the Line,Da Vinci's Notebook
120,5970,5,The Life and Times of Mike Fanning,Kingdom In the Sky,Da Vinci's Notebook
120,5971,4,Brontosaurus,Another Irish Drinking Song,Da Vinci's Notebook
120,5972,4,Brontosaurus,Me Pants Fall Down,Da Vinci's Notebook
120,5973,5,Brontosaurus,Internet Porn,Da Vinci's Notebook
120,5974,5,Brontosaurus,Heather Graham,Da Vinci's Notebook
120,5975,5,Brontosaurus,I Wish I Were,Da Vinci's Notebook
120,5976,4,Brontosaurus,The Big Chair,Da Vinci's Notebook
120,5977,5,Brontosaurus,Hot Soup,Da Vinci's Notebook
120,5978,4,Brontosaurus,Enema Countdown,Da Vinci's Notebook
120,5979,5,Brontosaurus,Enormous Penis,Da Vinci's Notebook
120,5980,4,Brontosaurus,Uncle Buford #1,Da Vinci's Notebook
120,5981,4,Brontosaurus,I Wrote This Song,Da Vinci's Notebook
120,5982,5,Brontosaurus,Face Like Billy Joel,Da Vinci's Notebook
120,5983,4,Brontosaurus,Spork,Da Vinci's Notebook
120,5984,4,Brontosaurus,Uncle Buford #2,Da Vinci's Notebook
120,5985,4,Brontosaurus,A New Car,Da Vinci's Notebook
120,5986,5,Brontosaurus,Green Goat,Da Vinci's Notebook
120,5987,4,Brontosaurus,Ben's Song,Da Vinci's Notebook
120,5988,4,Brontosaurus,Uncle Buford #3,Da Vinci's Notebook
120,5989,5,Brontosaurus,"Brave, Brave, Brave",Da Vinci's Notebook
120,5990,5,Brontosaurus,What a Wonderful World,Da Vinci's Notebook
120,5991,5,Brontosaurus,Bonus Track,Da Vinci's Notebook
120,302,1,Mail On Sunday,Low (feat T-Pain) - Feat T-Pain Album Version,Flo Rida
120,5992,1,Grace Potter & The Nocturnals,Low Road,Grace Potter & The Nocturnals
